id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1235157498107224066,1235157498107224066,1583319470000,2020-03-04,14:57:50,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,""" #Coronavirus: The worst way to drive down emissions "" - @shannonosaka quite eloquently grapples with our history of crisis and emission reduction https://grist.org/climate/coronavirus-the-worst-way-to-drive-down-emissions/ …",['shannonosaka'],['https://grist.org/climate/coronavirus-the-worst-way-to-drive-down-emissions/'],[],0,1,1,['#coronavirus'],[],https://twitter.com/HannahMelRea/status/1235157498107224066,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '911952186208342016', 'username': 'shannonosaka'}]",,,,
1228564915084054528,1228564030215815169,1581747676000,2020-02-15,10:21:16,+04,1572956923,hizam_elqahtani,حزام القحطاني,,The unanswered question is how can we balance between climate action much needed and economic prosperity that requires utilization of environmental resources?!,['hannahmelrea'],[],[],0,0,1,[],[],https://twitter.com/hizam_elqahtani/status/1228564915084054528,False,,0,,,,,,,"[{'user_id': '1572956923', 'username': 'hizam_elqahtani'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1228317571600048128,1228233058567909377,1581688704000,2020-02-14,17:58:24,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,Link for day 2:  https://www.youtube.com/watch?v=aam3fu81JzM&feature=youtu.be …,[],['https://www.youtube.com/watch?v=aam3fu81JzM&feature=youtu.be'],[],0,0,0,[],[],https://twitter.com/HannahMelRea/status/1228317571600048128,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1228312733386452992,1228233058567909377,1581687551000,2020-02-14,17:39:11,+04,14747430,nnus,Heather Ferris is sheltering-in-place,,FYI. Can’t watch. Says the video is private. 🌿,['hannahmelrea'],[],[],0,0,0,[],[],https://twitter.com/NNUS/status/1228312733386452992,False,,0,,,,,,,"[{'user_id': '14747430', 'username': 'NNUS'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1228233058567909377,1228233058567909377,1581668555000,2020-02-14,12:22:35,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"This #ValentinesDay2020 Australians are attending a sold out National Climate Emergency Summit.  #NCESummit2020

Live stream it with me! Goes until tomorrow  https://youtu.be/8YWrKPQ9EjU ",[],['https://youtu.be/8YWrKPQ9EjU'],[],2,0,4,"['#valentinesday2020', '#ncesummit2020']",[],https://twitter.com/HannahMelRea/status/1228233058567909377,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1227821532275236864,1227692234537078785,1581570439000,2020-02-13,09:07:19,+04,23499227,mariluomi,Mari Luomi,,Really nice! EAD is always so progressive and forward-thinking. Some argue it's precisely the environmental stewardship model that landed us where we are now...,"['hannahmelrea', 'eadtweets']",[],[],0,0,1,[],[],https://twitter.com/mariluomi/status/1227821532275236864,False,,0,,,,,,,"[{'user_id': '23499227', 'username': 'mariluomi'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '967994401', 'username': 'EADTweets'}]",,,,
1227700399932616711,1227700399932616711,1581541559000,2020-02-13,01:05:59,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"Cities are key. They account for 
- 70% of CO2 emissions
- 3 more billion people by 2050

@CityClimFin members support city governments to think like a business. Preparing bankable projects for decarbonisation and climate resilience. 🏙 #WUF10 pic.twitter.com/jUolGIkiP0",['cityclimfin'],[],['https://pbs.twimg.com/media/EQmq_8jXYAIPr4c.jpg'],0,5,5,['#wuf10'],[],https://twitter.com/HannahMelRea/status/1227700399932616711,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '1174299937816940550', 'username': 'CityClimFin'}]",,,,
1227692234537078785,1227692234537078785,1581539612000,2020-02-13,00:33:32,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,"The UAE’s seven Cs for building #resilience :

Competence 
Confidence 
Connection
Character
Contribution
Coping
Control

@EADTweets likens our relationship with the built environmental to that of a parent shaping their child’s future #WUF10 pic.twitter.com/UYOfBwjl3P",['eadtweets'],[],['https://pbs.twimg.com/media/EQmjkuUXYAM7o1c.jpg'],1,1,1,"['#resilience', '#wuf10']",[],https://twitter.com/HannahMelRea/status/1227692234537078785,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '967994401', 'username': 'EADTweets'}]",,,,
1226803487549292544,1226803487549292544,1581327718000,2020-02-10,13:41:58,+04,23499227,mariluomi,Mari Luomi,,"'Green House is a product of youth taking learning into their own hands
on a vital issue, and hopes to be a model and partner for universities across the UAE,' writes co-founder @HannahMelRea Anyone willing to provide a platform for this kind of peer-to-peer learning?  https://twitter.com/HannahMelRea/status/1226489187639201793 …",['hannahmelrea'],['https://twitter.com/HannahMelRea/status/1226489187639201793'],[],0,1,2,[],[],https://twitter.com/mariluomi/status/1226803487549292544,False,https://twitter.com/HannahMelRea/status/1226489187639201793,0,,,,,,,"[{'user_id': '23499227', 'username': 'mariluomi'}, {'user_id': '993897070976172033', 'username': 'HannahMelRea'}]",,,,
1226489187639201793,1226489187639201793,1581252784000,2020-02-09,16:53:04,+04,993897070976172033,hannahmelrea,Hannah Melville-Rea,,My article on mobilizing youth for climate diplomacy is featured in this month's Sustainabilist magazine! I've  learned so much from being a part of @NYUAbuDhabi 's Green House group and can't wait to see what they do next 💕 @TheSMEOfficial https://issuu.com/dccepublications/docs/190706_dubai_carbon_the_sustainabilist_n1/56 …,"['nyuabudhabi', 'thesmeofficial']",['https://issuu.com/dccepublications/docs/190706_dubai_carbon_the_sustainabilist_n1/56'],[],0,0,5,[],[],https://twitter.com/HannahMelRea/status/1226489187639201793,False,,0,,,,,,,"[{'user_id': '993897070976172033', 'username': 'HannahMelRea'}, {'user_id': '31442869', 'username': 'NYUAbuDhabi'}, {'user_id': '965919752437805057', 'username': 'TheSMEOfficial'}]",,,,
